Caso Noticia,Artículo,Tipo de Noticia,Fecha de los Hechos,Fecha de la denuncia,Fecha Última Actuación,Última Actuación,Análisis Proceso
050016000248202530462,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-07 14:59:00,2025-05-23 08:38:00,2025-07-15 15:42:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202423759,ESTAFA. ART. 246 C.P.,QUERELLA,2022-12-17 12:44:00,2024-02-29 14:53:00,2025-07-23 15:52:00,Conciliacion fracasada (no se hizo - complementar con el motivo),➡️ Continuar con el proceso (Conciliación Fracasada)
050016000248202418347,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-24 00:00:00,2024-02-05 16:47:00,2025-04-11 15:22:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202421994,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-08 03:44:00,2024-02-21 15:59:00,2025-04-07 15:11:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202420802,ESTAFA. ART. 246 C.P.,DENUNCIA,2023-02-15 15:56:00,2024-02-15 16:01:00,2024-07-15 14:30:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202421238,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-02-06 22:10:00,2024-02-17 10:56:00,2025-03-27 15:42:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202410959,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-06 21:00:00,2024-01-04 15:03:00,2024-10-16 09:09:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
053086100289202400086,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-03 12:00:00,2024-01-06 12:47:00,2024-10-17 15:35:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202411287,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-07 14:30:00,2024-01-05 14:35:00,2024-10-17 15:30:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202531192,ESTAFA. ART. 246 C.P.,DE OFICIO (INFORMES),2025-03-07 21:26:00,2025-05-28 19:12:00,2025-07-10 16:43:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202411524,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-12 19:46:00,2024-01-09 13:46:00,2024-10-17 16:02:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202412126,ESTAFA. ART. 246 C.P.,DENUNCIA,2023-10-02 16:54:00,2024-01-11 00:43:00,2024-05-06 16:32:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100326202480053,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-02 10:33:00,2024-02-02 10:33:00,2025-06-17 16:03:00,Inspeccion a lugar diferente de los hechos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202410463,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-24 14:20:00,2024-01-05 09:14:00,2024-10-16 16:15:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202357555,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-08 14:00:00,2023-12-07 10:06:00,2024-06-27 16:38:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
053086100289202400424,ESTAFA. ART. 246 C.P.,DENUNCIA,2023-12-25 15:00:00,2024-01-14 14:30:00,2025-03-14 14:26:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
500016105671202306264,ESTAFA. ART. 246 C.P.,QUERELLA,2023-06-06 17:00:00,2023-12-07 11:29:00,2025-04-01 16:52:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202414062,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-21 21:01:00,2024-01-17 15:29:00,2025-01-22 08:12:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
708206099019202410011,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-16 10:37:00,2024-01-17 15:35:00,2025-03-13 15:26:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202413989,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-02 00:07:00,2024-01-17 13:21:00,2025-01-22 08:05:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202357360,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-22 14:01:00,2023-12-06 14:10:00,2024-02-02 16:56:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202416488,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-18 03:27:00,2024-01-29 11:45:00,2025-04-04 15:23:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202415556,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-01-06 00:00:00,2024-01-24 11:53:00,2025-03-17 14:06:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202415154,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-29 18:05:00,2024-01-23 10:18:00,2024-05-20 07:51:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202412736,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-09 18:41:00,2024-01-12 11:30:00,2024-10-16 16:34:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202410971,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-03 14:10:00,2024-01-18 15:20:00,2025-05-28 13:57:00,Conciliacion fracasada (no se hizo - complementar con el motivo),➡️ Continuar con el proceso (Conciliación Fracasada)
273616001091202410010,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-12 17:00:00,2024-01-19 17:14:00,2024-10-21 16:02:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202411345,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-01-09 01:30:00,2024-01-16 16:28:00,2024-07-03 09:43:00,Conciliacion fracasada (no se hizo - complementar con el motivo),➡️ Continuar con el proceso (Conciliación Fracasada)
050016099166202410389,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-02 14:40:00,2024-01-04 13:07:00,2024-10-22 12:05:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
761116000165202410107,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-03 15:00:00,2024-01-04 11:35:00,2024-10-22 09:24:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202412101,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-20 16:00:00,2024-01-23 17:11:00,2025-02-07 10:08:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202415687,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-05 23:00:00,2024-01-24 16:17:00,2024-06-25 14:42:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202415234,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-04 13:00:00,2024-01-23 11:50:00,2025-07-23 15:06:00,Conciliacion fracasada (no se hizo - complementar con el motivo),➡️ Continuar con el proceso (Conciliación Fracasada)
050016000248202356843,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-11 05:00:00,2023-12-04 16:24:00,2025-04-03 14:31:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202360165,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-04 16:00:00,2023-12-21 11:29:00,2025-06-09 15:57:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202361351,ESTAFA. ART. 246 C.P.,QUERELLA,2022-12-20 21:00:00,2023-12-27 14:27:00,2024-10-02 13:44:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202361196,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-22 13:43:00,2023-12-27 10:59:00,2025-07-10 15:40:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202360681,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-30 21:19:00,2023-12-26 09:10:00,2025-07-09 16:00:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202447934,ESTAFA. ART. 246 C.P.,QUERELLA,2023-09-18 16:50:00,2024-06-21 12:55:00,2024-07-08 10:50:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000715202400033,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-11 16:00:00,2024-03-13 15:00:00,2025-04-11 15:16:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202426409,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-07 15:57:00,2024-03-13 16:03:00,2024-09-26 10:40:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202401225,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-12 08:30:00,2024-02-13 11:38:00,2025-03-11 15:56:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202421995,ESTAFA. ART. 246 C.P.,QUERELLA,2022-11-16 05:00:00,2024-02-21 15:59:00,2024-08-15 08:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202423503,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-16 05:10:00,2024-02-28 13:38:00,2024-05-15 14:50:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202414317,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-20 14:50:00,2024-02-27 11:22:00,2024-05-02 15:18:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202416046,ESTAFA. ART. 246 C.P.,QUERELLA,2022-11-06 12:09:00,2024-03-06 12:24:00,2025-07-16 14:39:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202430906,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-26 15:00:00,2024-08-13 13:58:00,2024-11-05 10:27:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202420863,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-06 18:00:00,2024-02-16 09:07:00,2025-03-27 15:57:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202415733,ESTAFA. ART. 246 C.P.,QUERELLA,2023-01-20 16:05:00,2024-03-01 16:21:00,2024-06-21 11:29:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202401693,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-17 11:30:00,2024-03-01 14:44:00,2024-06-04 14:42:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202426468,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-04 20:28:00,2024-03-14 09:43:00,2024-05-16 07:49:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202416937,ESTAFA. ART. 246 C.P.,QUERELLA,2023-10-11 23:00:00,2024-03-18 10:14:00,2024-04-25 13:12:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016100326202301411,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-28 09:30:00,2024-03-11 15:31:00,2025-04-11 14:52:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016100335202402473,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-19 01:00:00,2024-03-19 17:03:00,2024-05-17 16:42:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202415327,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-16 13:30:00,2024-03-18 11:01:00,2024-10-01 17:07:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052666000203202411653,ESTAFA. ART. 246 C.P.,QUERELLA,2023-03-30 15:00:00,2024-05-17 10:58:00,2024-12-04 14:52:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202426337,ESTAFA. ART. 246 C.P.,QUERELLA,2023-04-05 16:56:00,2024-03-13 11:40:00,2024-03-18 16:30:00,Sale a fiscal de conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052126000201202410576,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-01 16:00:00,2024-03-07 11:45:00,2024-04-04 16:36:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202437670,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-01 16:54:00,2024-09-30 08:25:00,2024-10-15 15:20:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202428809,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-05 19:24:00,2024-03-22 15:54:00,2024-05-27 09:39:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202425855,ESTAFA. ART. 246 C.P.,QUERELLA,2022-09-24 12:30:00,2024-03-12 08:39:00,2024-11-19 14:06:00,Conciliacion fracasada (no se hizo - complementar con el motivo),➡️ Continuar con el proceso (Conciliación Fracasada)
050016000248202424713,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-13 20:00:00,2024-03-05 14:58:00,2024-03-26 09:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202427919,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-16 11:28:00,2024-03-20 12:40:00,2024-04-01 13:45:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202427614,ESTAFA. ART. 246 C.P.,QUERELLA,2023-10-19 13:21:00,2024-03-19 13:32:00,2024-04-22 16:08:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
760016107154202400235,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-17 19:00:00,2024-03-14 17:55:00,2024-05-27 10:00:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202428739,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-21 15:30:00,2024-03-22 14:05:00,2024-08-22 17:07:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202400047,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-17 15:00:00,2024-03-01 16:00:00,2024-04-29 15:20:00,Declaración jurada,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202424828,ESTAFA. ART. 246 C.P.,QUERELLA,2023-06-05 10:12:00,2024-03-06 10:16:00,2025-02-13 14:41:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202429192,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-28 14:12:00,2024-03-27 14:04:00,2024-04-25 14:00:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
157596099164202410690,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-05 10:38:00,2024-03-06 09:47:00,2024-05-06 14:46:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202417302,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-19 20:27:00,2024-03-21 08:45:00,2024-12-19 13:47:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
150016099163202413165,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-08 19:00:00,2024-03-13 14:57:00,2024-04-10 17:15:00,Sale a fiscal de conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202422754,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-13 23:50:00,2024-02-23 16:49:00,2024-04-25 11:42:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202413119,ESTAFA. ART. 246 C.P.,QUERELLA,2023-11-08 15:23:00,2024-02-13 08:57:00,2025-03-04 14:41:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
053086100289202401644,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-13 11:00:00,2024-02-14 14:56:00,2025-03-28 13:54:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202419059,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-29 16:00:00,2024-02-08 11:23:00,2025-03-11 14:58:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
051296100305202302158,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-13 21:00:00,2023-12-19 07:52:00,2024-04-22 16:16:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202428745,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-24 19:01:00,2024-03-22 14:12:00,2024-04-24 09:55:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202424560,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-21 18:39:00,2024-03-05 10:42:00,2024-03-22 16:18:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052666000203202410877,ESTAFA. ART. 246 C.P.,QUERELLA,2023-12-07 03:24:00,2024-03-12 09:21:00,2025-07-01 16:28:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202415495,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-18 20:48:00,2024-03-20 08:56:00,2024-04-25 13:55:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016100335202402173,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-10 09:30:00,2024-03-14 12:17:00,2024-05-27 16:39:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202414825,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-29 20:52:00,2024-03-11 11:25:00,2024-06-17 10:44:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202426023,ESTAFA. ART. 246 C.P.,DENUNCIA,2023-08-24 11:48:00,2024-03-12 13:17:00,2025-05-12 00:00:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202416891,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-15 19:00:00,2024-03-18 08:32:00,2024-10-03 10:13:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202429226,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-25 19:42:00,2024-03-27 14:47:00,2024-04-25 09:15:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202425608,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-22 15:06:00,2024-03-08 14:32:00,2024-04-29 13:22:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202417234,ESTAFA. ART. 246 C.P.,QUERELLA,2022-08-22 10:30:00,2024-03-20 12:34:00,2024-04-22 15:51:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
660016000036202414367,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-21 20:00:00,2024-03-22 11:07:00,2024-04-30 15:08:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052666000203202410925,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-26 11:24:00,2024-03-15 17:05:00,2025-03-04 16:49:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202429015,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-04 05:47:00,2024-03-26 17:52:00,2024-04-29 11:14:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
251266000415202413124,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-11 19:49:00,2024-03-18 14:21:00,2024-09-16 10:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202416106,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-04 21:36:00,2024-03-07 08:12:00,2025-06-13 13:28:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
730016099093202413219,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-01 04:43:00,2024-03-01 10:32:00,2024-04-22 10:20:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202415622,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-29 04:32:00,2024-03-07 10:22:00,2024-06-07 10:30:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202427437,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-02 05:17:00,2024-03-19 09:25:00,2024-09-09 11:05:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202428502,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-05 22:00:00,2024-03-21 17:12:00,2024-04-25 08:48:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202423660,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-12 11:00:00,2024-02-29 09:40:00,2025-04-01 08:48:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202414557,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-27 06:19:00,2024-02-29 13:17:00,2024-05-15 11:36:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202400978,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-02-05 02:30:00,2024-02-07 11:20:00,2025-03-11 14:54:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202417585,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-15 14:53:00,2024-02-01 14:03:00,2024-04-29 14:06:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202413313,ESTAFA. ART. 246 C.P.,QUERELLA,2023-03-02 16:15:00,2024-02-14 10:25:00,2024-10-01 10:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202418079,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-19 15:00:00,2024-02-05 07:32:00,2025-03-11 14:02:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202417801,ESTAFA. ART. 246 C.P.,DENUNCIA,2023-12-11 21:45:00,2024-02-02 09:42:00,2024-06-06 13:42:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
